Breed,Type_of_disorder,Disease,Predisposition_to_disease,Size,Group_UK,Group_AKC,Alternative_breed_names
english bull terrier,none,aberrant cilia,none,medium,terrier,terrier,"bull terrier, ""english bull terrier, bully, the white cavalier, wedge head, the gentlemans companion, gladiator, bull terrier"
english bull terrier,inherited eye disorders,cataract,none,medium,terrier,terrier,"bull terrier, ""english bull terrier, bully, the white cavalier, wedge head, the gentlemans companion, gladiator, bull terrier"
english bull terrier,none,distichiasis,none,medium,terrier,terrier,"bull terrier, ""english bull terrier, bully, the white cavalier, wedge head, the gentlemans companion, gladiator, bull terrier"
english bull terrier,none,short skull,none,medium,terrier,terrier,"bull terrier, ""english bull terrier, bully, the white cavalier, wedge head, the gentlemans companion, gladiator, bull terrier"
english bull terrier,none,shoulder abnormalities,none,medium,terrier,terrier,"bull terrier, ""english bull terrier, bully, the white cavalier, wedge head, the gentlemans companion, gladiator, bull terrier"
english bulldog,inherited gastrointestinal disorders,cleft lip,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited disorders of the urinary and reproductive systems,cryptorchidism,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited nervous system disorders,deafness,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited skin disorders,demodicosis,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,entropion,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,eversion of nictitating membrane,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,facial fold dermatitis,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited musculoskeletal disorders,hemivertebra,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited musculoskeletal disorders,hip dysplasia,most important,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited blood disorders,histiocytoma,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited nervous system disorders,hydrocephalus,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,hypoplasia of trachea,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited endocrine disorders,hypothyroidism,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,keratoconjunctivitis sicca,most important,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited skin disorders,lymphedema,may be inherited,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited cardiovascular disorders,pulmonic stenosis,most important,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,retinal dysplasia,may be inherited,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited nervous system disorders,spina bifida,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited cardiovascular disorders,subaortic stenosis,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited cardiovascular disorders,tetralogy of fallot,have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited cardiovascular disorders,ventricular septal defect,most important,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited respiratory disorders,brachycephalic syndrome,most important,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited respiratory disorders,laryngeal paralysis,may be inherited,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited disorders of the urinary and reproductive systems,urolithiasis (stones),have an increased incidence,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,aberrant cilia,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,abnormal dentition,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,acne,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,arteriovenous fistula,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,cataract,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited gastrointestinal disorders,cleft palate,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,distichiasis,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,dystocia,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,ectropion,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,elongated soft palate,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,folliculitis,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,furunculosis,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,keratitis sicca,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,mitral valve defects,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,muzzle pyoderma,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,oligodendroglioma,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,abnormal copper metabolism,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,persistent pupillary membrane,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited gastrointestinal disorders,pyloric stenosis,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,short skull,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,short tail,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,vaginal hyperplasia,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited blood disorders,von willebrand's disease,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,inguinal hernia,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,inherited eye disorders,lens luxation,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,mastocytoma,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,osteochondritis dissecans,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,osteochondrosis,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,squamous cell carcinoma,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,umbilical hernia,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english bulldog,none,zinc deficiency,none,medium,utility,non-sporting,"bulldog, british bulldog, english bulldog, english (british) bulldog"
english mastiff,inherited eye disorders,cataract,have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited eye disorders,ectropion,have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited musculoskeletal disorders,elbow dysplasia,have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited eye disorders,entropion,have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited musculoskeletal disorders,hip dysplasia,most important,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited endocrine disorders,hypothyroidism,may be inherited,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited eye disorders,persistent pupillary membrane,have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited cardiovascular disorders,pulmonic stenosis,most important,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited eye disorders,retinal dysplasia,have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited eye disorders,"exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)",have an increased incidence,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english mastiff,inherited disorders of the urinary and reproductive systems,urolithiasis (stones),may be inherited,large,working,working,"mastiff, english mastiff, old english mastiff, mastiff"
english pointer,inherited skin disorders,acral mutilation,have an increased incidence,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited eye disorders,cataract,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited gastrointestinal disorders,cleft lip,have an increased incidence,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited eye disorders,corneal dystrophy,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited nervous system disorders,deafness,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited skin disorders,demodicosis,have an increased incidence,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited eye disorders,entropion,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited musculoskeletal disorders,hip dysplasia,most important,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited eye disorders,pannus,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited cardiovascular disorders,subaortic stenosis,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited skin disorders,follicular dysplasias,may be inherited,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited nervous system disorders,spinal muscular atrophy/motor neuron disease,have an increased incidence,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english pointer,inherited musculoskeletal disorders,x-linked muscular dystrophy,have an increased incidence,large,gundog,sporting,"pointer, english pointer, pointer (english pointer)"
english whippet,inherited eye disorders,cataract,have an increased incidence,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,corneal dystrophy,may be inherited,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited skin disorders,ectodermal defects,have an increased incidence,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,pattern alopecia or baldness,have an increased incidence,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),may be inherited,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited skin disorders,colour dilution alopecia,have an increased incidence,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited blood disorders,phosphofructokinase deficiency,have an increased incidence,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,abnormal copper metabolism,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited skin disorders,acanthosis nigricans,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,allergies,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited skin disorders,atopy,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited musculoskeletal disorders,craniomandibular osteopathy,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,cushing's disease (hyperadrenocorticism),none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,atopic dermatitis,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited skin disorders,epidermal dysplasia,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited nervous system disorders,globoid cell leukodystrophy,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,addison's disease (hypoadrenocorticism),none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,inguinal hernia,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,keratoconjunctivitis sicca,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,legg-perthes disease,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,lens luxation,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,microphthalmia,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,persistent pupillary membrane,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited eye disorders,retinal dysplasia,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,inherited skin disorders,seborrhea,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,westie armadillo syndrome,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
english whippet,none,white dog shaker syndrome,none,small,hound,hound,"whippet, english whippet or snap dog, whippet"
fila brasileiro(brazilian mastiff),none,none,none,large,working,working,"fila brasileiro, brazilian mastiff, cão de fila brasileiro, mastiff"
german boxer,inherited skin disorders,atopy,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,none,atrial septal defects,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited eye disorders,cataract,may be inherited,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,none,cervical vertebral malformation or instability,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited eye disorders,corneal dystrophy,most important,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited disorders of the urinary and reproductive systems,cryptorchidism,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited skin disorders,cutaneous asthenia,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited skin disorders,demodicosis,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited skin disorders,dermoid sinus,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,none,eversion of nictitating membrane,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited musculoskeletal disorders,hip dysplasia,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited blood disorders,histiocytoma,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,none,cushing's disease (hyperadrenocorticism),may be inherited,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited endocrine disorders,hypothyroidism,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,none,platelet disorder,may be inherited,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited gastrointestinal disorders,pyloric stenosis,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited cardiovascular disorders,subaortic stenosis,most important,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited cardiovascular disorders,arrhythmogenic right ventricular cardiomyopathy,most important,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited blood disorders,coagulation (bleeding) disorders,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited nervous system disorders,myelopathy,most important,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited cardiovascular disorders,dilated cardiomyopathy,most important,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited gastrointestinal disorders,gastric dilatation-volvulus,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited gastrointestinal disorders,histiocytic ulcerative colitis,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited nervous system disorders,idiopathic epilepsy,may be inherited,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german boxer,inherited cardiovascular disorders,sick sinus syndrome,have an increased incidence,large,working,working,"boxer, german boxer, deutscher boxer, boxer"
german long-haired pointer,none,none,none,large,gundog,sporting,"german longhaired pointer, deutscher langhaariger, deutscher langhaariger vorstehhund, pointer (german longhaired), langhaar, glp, pointer (english pointer)"
german short-haired pointer,inherited skin disorders,acral mutilation,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,cataract,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,entropion,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,eversion of nictitating membrane,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited musculoskeletal disorders,hemivertebra,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited musculoskeletal disorders,hip dysplasia,most important,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited cardiovascular disorders,subaortic stenosis,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited blood disorders,von willebrand's disease,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited disorders of the urinary and reproductive systems,disorders of sexual development - sexual reversal,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited skin disorders,lupoid dermatosis,have an increased incidence,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited musculoskeletal disorders,x-linked muscular dystrophy,may be inherited,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,allergies,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,behavioral abnormalities,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,calcinosis circumscripta,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,cellulitis (folliculitis and furunculosis),none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited gastrointestinal disorders,cleft lip,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited gastrointestinal disorders,cleft palate,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,coloboma,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,corneal dystrophy,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited skin disorders,cutaneous asthenia,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,cutaneous vasculopathy,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,cystinuria,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,atopic dermatitis,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,dermoid cyst,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,discoid lupus erythematosus,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,ehlers danlos syndrome,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited musculoskeletal disorders,elbow dysplasia,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,enostosis,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited musculoskeletal disorders,eosinophilic panosteitis,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited nervous system disorders,epilepsy,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,esophageal achalasia,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,fragmented coronoid process,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,osteochondrosis,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,gastric torsion,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,glycogen storage disease,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,hemangiosarcoma,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited blood disorders,hemophilia a,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited blood disorders,hemophilia b,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited endocrine disorders,hypothyroidism,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,immunoglobulin a deficiency,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,keratoacanthoma,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,lens luxation,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited skin disorders,lymphedema,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,lymphocytic thyroiditis,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited nervous system disorders,lysosomal storage diseases,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
